Title,Company,Location,Experience,PostDay,Desc
"Expert Engineer, Database",Aeries Technology,Bengaluru,8-12 Yrs,30+ Days Ago,Designing and implementing data models that align with business   requiremen...
Backend Engineer,Sundial,Bengaluru,2-5 Yrs,30+ Days Ago,"As a Backend Engineer, you will be working on...              Services that s..."
Site Reliability Engineer,Prophecy,Bengaluru,3-5 Yrs,30+ Days Ago,"Experience with OAuth / OIDC and IAM technologiesExperience creating queries, alerts an..."
MLOPS Engineer,Quation,Bengaluru,5-10 Yrs,30+ Days Ago,"Minimum of 5 years of experience in MLOps, DevOps, or related roles with a focus on dep..."
Software Development Engineer III,Tesco,Bengaluru,8-11 Yrs,30+ Days Ago,As a Software Development Engineer 3 at Tesco; you hold a senior Individual Contribut...
Engineer I,Resy,Bengaluru,3-5 Yrs,30+ Days Ago,"Bachelor s degree in Computer Science, Computer Engineering, Statistics or related fiel..."
AI Engineer,Celonis,Bengaluru,1-4 Yrs,30+ Days Ago,"The qualifications you need: . Bachelors degree or higher in Computer Science, Engineer..."
Snowflake Engineer,Ecolab Digital Center (EDC),Bengaluru,6-8 Yrs,30+ Days Ago,The employee should demonstrate mastering of skills in at least two of the following da...
Devops Engineer,Global Pharma Tek,Bengaluru,2-6 Yrs,30+ Days Ago,"Primary Skills  - Python, Data Engineering (DevOps, DataOps), Infrastructure as C..."
Model Operations Engineering II,Utopus Insights,Bengaluru,4-6 Yrs,30+ Days Ago,Bachelor s in computer science or Masters in any relevant engineering field . Experienc...
"Engineering Manager, Backend",Mercari,Bengaluru,2-5 Yrs,30+ Days Ago,Mobile: Development using Swift or Kotlin . Machine Learning: ML modeling or developmen...
IT Helpdesk Support Engineer,Unify Technologies,Bengaluru(Whitefield),3-5 Yrs,26 Days Ago,"Joining time: Immediate to 30 days. Job Location: South Bangalore, Karnataka- India (WF..."
Analytics Engineer,Zageno,Bengaluru,2-4 Yrs,30+ Days Ago,Expertise in an object-oriented or functional language is required (we use Python) . Ex...
Solutions Engineer (India),Onehouse,Bengaluru,1-4 Yrs,30+ Days Ago,. Nice to haves (but not required): .  Analyze trends of customer pain and directly par...
SAS Engineer,H&mv Engineering,Bengaluru,3-4 Yrs,30+ Days Ago,"Experience in Blueprinting, Configuration UAT . Boyum B1UP would be advantageous . HMV ..."
"MTS 1, Machine Learning Engineer",Xoom,Bengaluru,1-3 Yrs,30+ Days Ago,Demonstrated record of building and deploying end-to-end ML solutions in a production e...
DataDog Engineer,Cotocus Com,Bengaluru,4-6 Yrs,30+ Days Ago,Roles and Responsibilities & Requirements:   The Roles API is used to create and manag...
"MTS, Machine Learning Engineer",Xoom,Bengaluru,6-8 Yrs,30+ Days Ago,Demonstrated record of building and deploying end-to-end ML solutions in a production e...
Software Engineer,Microsoft,Bengaluru,2-5 Yrs,30+ Days Ago,". Bachelors degree in computer science, or related technical discipline AND 3+ years te..."
Site Reliability Engineer || ML,Conneqt,Bengaluru,5-10 Yrs,30+ Days Ago,"Engineer, IT-Related professions . - Extensive experience in designing, implementing, a..."
Gen AI - Chief Engineer /  Principal Engineer,One of the Largest Global Bank,Hybrid - Bengaluru,15-18 Yrs,17 Days Ago,"Shift between ""business"" solution development and ""platform"" development at will, with ..."
Azure Devops/MLOPs Engineer,Skill Magnet,Remote,5-8 Yrs,17 Days Ago,Requirement: . 5+ years of Experience in DevOps with MLOps practices and tools Experien...
Software Development Engineer III,Tesco,Bengaluru,1-4 Yrs,18 Days Ago,The ideal candidate will have experience with the following . . * Fluent Python skills
Software Development Engineer,Skyhigh Security,Bengaluru,2-6 Yrs,18 Days Ago,. 2+ years of related industry experience . Good understanding of software architecture...
SDET - Automation Engineer-II with Java,Fico,Bengaluru,5-8 Yrs,18 Days Ago,"Collaborate closely in a small team environment with architects, software developers, d..."
Software Development Engineer,Trellix,Bengaluru,1-4 Yrs,18 Days Ago,"Developer with hands-on in C++/Modern C++/Win32 API, Cybersecurity domain experience, M..."
DevOps Engineer,BVR,Bengaluru,3-6 Yrs,18 Days Ago,"Experience with CI / CD pipelines based on Jenkins, Gitlab or Github Actions. Deep expe..."
Software Engineering IC4,Microsoft,Bengaluru,4-7 Yrs,30+ Days Ago,The Purview Data Governance team s mission is to deliver a market leading solution fo...
Backend Engineer,cult fit,Bengaluru,1-4 Yrs,30+ Days Ago,"A Backend Engineer is responsible for designing, developing, and maintaining the serv..."
AWS Glue Engineer,Coders Brain Pvt Ltd,Bengaluru,6-10 Yrs,30+ Days Ago,"We are looking for strong Data Engineers, preferably experienced in Wealth Management /..."
Staff Engineer,Hevo Technologies,Bengaluru,7-9 Yrs,30+ Days Ago,"Requirements: . Bachelors degree in Computer Science, Software Engineering, or a relate..."
Software Engineer,Dialpad,Bengaluru,3-6 Yrs,30+ Days Ago,Experience with building reusable and modular components 3 - 6 years of experience in F...
Software Engineering -2,Microsoft,Bengaluru,4-9 Yrs,30+ Days Ago,". Bachelors Degree in Computer Science . ., or related technical discipline AND . 4 . +..."
Software Engineer,Diverse Lynx,Bengaluru,4-9 Yrs,30+ Days Ago,"Contributing to technical decisions and direction in a collaborative team environment, ..."
Logging Engineer Security,Hashtag Talent,Bengaluru,5-7 Yrs,30+ Days Ago,"Bachelors or higher level degree in Computer Science or a closely related field, or 5 -..."
"Engineering Manager - BigData Technology, Digital Business",Sony Pictures,Bengaluru,12-15 Yrs,30+ Days Ago,Purpose:      This position is required to provide technology leadership on medi...
Principal Engineer,Coders Brain Pvt Ltd,Bengaluru,12-16 Yrs,30+ Days Ago,.NET Framework/ .NET Core . Data Engineering . Angular . NoSQL databases experience in ...
"Python, SQL, Snowflake Engineer",Coders Brain Pvt Ltd,Bengaluru,7-10 Yrs,30+ Days Ago,". Strong understanding of how to connect to Snowflake using Python, should be able to h..."
Machine Learning Engineer,AI & Analytics Services and Consulting,Chennai,3-6 Yrs,14 Days Ago,Good knowledge of DS concepts and professional experience in developing and enhancing a...
Engineer I,Resy,Bengaluru,5-9 Yrs,30+ Days Ago,"Bachelor s degree in computer science, Computer Science Engineering, or related field r..."
Field AI Engineer,Fiddler Ai,Bengaluru,2-7 Yrs,30+ Days Ago,"Knowledge of machine learning frameworks such as TensorFlow, PyTorch or Scikit-learn . ..."
Principal Software Engineer,Onetrust,Bengaluru,7-11 Yrs,30+ Days Ago,"Bachelors degree in Computer Science, Engineering, or related technical or business fie..."
Reporting Engineer - Modeling and Forecasting,Mediamath,Bengaluru,2-5 Yrs,30+ Days Ago,Skills You Bring Effective Go (https: / / go.dev / doc / effective_go) . Microservice a...
Pre-Sales Engineer,Infoworks,Bengaluru,5-7 Yrs,30+ Days Ago,". Ability to be flexible and to adapt to changing, situations, tools, and requirements ..."
"Expert Engineer, BI",Aeries Technology,Bengaluru,5-10 Yrs,30+ Days Ago,. Proficiency in DAX (Data Analysis Expressions) for creating calculated columns and me...
Principle Software Engineering Manager,Microsoft,Bengaluru,11-14 Yrs,30+ Days Ago,Required / Minimum Qualifications Experience in leading teamExperience in Open Source P...
Software Engineer,Dialpad,Bengaluru,2-4 Yrs,30+ Days Ago,Experience with building reusable and modular componentsCollaborate with cross-function...
Azure Network Engineer,Anicca Data Science Solutions,Bengaluru,6-11 Yrs,30+ Days Ago,". OR bachelor s degree in electrical engineering, Optical Engineering, Computer Science..."
Software Development Engineer in Test,Infoworks,Bengaluru,3-9 Yrs,30+ Days Ago,Required Skills and Experience . BS / MS from a reputed institution in CS or equivalent...
Engineering Manager,W Energy Software,Bengaluru,10-12 Yrs,30+ Days Ago,"Expertise in designing, implementing and operating data engineering platforms and web s..."
Full Stack Engineer (Angular),Streamhub,Bengaluru,2-6 Yrs,30+ Days Ago,"As part of a small, but growing, talented team, you will play a key role in shaping ..."
Principal Software Development Engineer,Tesco,Bengaluru,3-6 Yrs,30+ Days Ago,"I write critical path code, having a good appreciation of the whole stack ."
Assistant Engineer - Intern,Utopus Insights,Bengaluru,No experience info,Starts in 1-3 months,No description
Principal Software Development Engineer,Tesco,Bengaluru,8-9 Yrs,30+ Days Ago,Minimum 8+ years of experience building large scalable systems . Strong experience in a...
Principal Group Software Engineering Manager,Microsoft,Bengaluru,11-15 Yrs,30+ Days Ago,"bachelors degree in Computer Science, Engineering, or related field, or equivalent work..."
Principal Software Dev Engr,Tesco,Bengaluru,3-6 Yrs,30+ Days Ago,Should be able to influence build vs buy decisions able to pick and deprecate creaking ...
Machine Learning Engineer - Computer Vision,Optisol Business Solutions,"Hybrid - Madurai, Chennai, Coimbatore",2-4 Yrs,13 Days Ago,"Skills Required: . Proficiency in programming languages such as Python (NumPy, OpenCV, ..."
Grafana Engineer,Cotocus Com,Bengaluru,5-10 Yrs,30+ Days Ago,"Exposure to analyze from dashboard, recommend and suggest . Good communication and prob..."
GCP Engineer,Neal Analytics,Bengaluru,3-7 Yrs,30+ Days Ago,Understand and contribute in all the agile ceremonies to ensure the efficiency in deliv...
"Talent Acquisition Partner, Engineering & Product Management",NetSkope Software,Bengaluru,10-12 Yrs,30+ Days Ago,. Education . Bachelors degree required . Required skills and experience . Discretion a...
Software Engineer - Machine Learning,Splore,Bengaluru,2-5 Yrs,30+ Days Ago,"The ideal candidate will have a good understanding in NLP and deep learning, This posit..."
AI Tech Lead,Mondelez,Mumbai,3-7 Yrs,5 Days Ago,Extensive experience in leading technical teams and managing complex IT projects from c...
AI Leader,Rmsi,Noida,18-25 Yrs,25 Days Ago,"Required Competencies: . Experience in establishing and leading AI initiatives or COEs,..."
Lead Consultant,Best Infosystems,"Hybrid - Hyderabad, Gurugram, Bengaluru",5-10 Yrs,22 Days Ago,Scheduled work from home days Experience: 5-10 Years 4+ years of industry experience
Database Architect/Team Lead,Viavi Solutions,Chennai,14-15 Yrs,7 Days Ago,"Big Data Technologies: Experience with big data technologies like Hadoop, Spark, Kafka,..."
Full Stack Java- Angular Developer,Leading Client,Bengaluru,4-8 Yrs,19 Days Ago,"Knowledge of software development methodologies, as well as experience with software te..."
Power BI Professional,Leading Client,Bengaluru,4-6 Yrs,19 Days Ago,Total relevant experience in BI/Data Engineering should be 4-6 yrs. Strong knowledge in...
6793 - Software Developer IV - INR,Leading Client,Bengaluru,10-12 Yrs,19 Days Ago,"Experience in optimizing dashboards with focus on usability, performance, flexibility a..."
"AWS lead - Top MNC,PAN india",Aphthartos Technologies,"Hybrid - Hyderabad, Pune, Chennai, Bengaluru, Delhi / NCR, Mumbai (All Areas)",8-13 Yrs,25 Days Ago,"AWS Lead - Airflow, glue, Phyton, Redshift, Spark, Devops, Airflow(Good to have), Glue,..."
Delivery Technical Lead | 10 Years | Immediate Joiner @ Bangalore,Decision Minds,Bengaluru,10-12 Yrs,25 Days Ago,Greetings from Decision Minds! Job opening for Delivery Head for Bangalore! Only Immedi...
TEAM / TECHNICAL LEADER - DEVELOPMENT,Infibeam Avenues (IAL),"Gandhinagar, Ahmedabad",8-13 Yrs,30+ Days Ago,Experience developing desktop and mobile applications . The Java Technical Lead will fa...
AIOPs Lead,Systems Plus Solutions Pvt Ltd,Pune,10-12 Yrs,6 Days Ago,. Scala + Spark Batch and Streaming Jobs + S3 + Kafka + Scala test - Ability to build a...
Spark Scala Technical Lead,Sopra Steria,Noida,6-10 Yrs,5 Days Ago,Writing database-heavy services or APIs. . Strong understanding of structuring code for...
"Technical Lead Architect ( Splunk, Druid, Elastic Search )",Datametica,Pune,8-13 Yrs,7 Days Ago,"Requirements: . Bachelors degree in Computer Science, Engineering, or related field (Ma..."
Program Lead - Healthcare Insurance,Tiger Analytics,Remote,10-15 Yrs,18 Days Ago,You will contribute to project delivery where extensive domain knowledge is requiredReq...
Senior React Developer (React js. + GraphQL),Avisoft,"Noida, Pune, Gurugram",4-7 Yrs,10 Days Ago,"Skills Required: ReactJS, HTML5, CSS3, JavaScript, GraphQL. 4+ years of experience in d..."
"Consultant/Sr. Consultant, Knowledge Graph & Sparql",Fresh Gravity,Remote,3-8 Yrs,11 Days Ago,"Bachelors or masters degree in computer science, Information Science, or a related fiel..."
Tech Senior Product Manager,Williams-sonoma,Pune,5-10 Yrs,12 Days Ago,- Develop and implement a strategic vision for AI product development within our e-co...
Senior QA Automation - Tosca & AI,NewVision Softcom Consultancy,Hyderabad,5-7 Yrs,12 Days Ago,Conduct exploratory testing to uncover potential issues and ensure a seamless user expe...
Senior QA Automation - Tosca & AI,Newvision Software & Consultancy,Hyderabad,5-7 Yrs,12 Days Ago,Conduct exploratory testing to uncover potential issues and ensure a seamless user expe...
Digital Experiences Senior Executive,Forbes Advisor,Mumbai,3-5 Yrs,12 Days Ago,". Key responsibilities in previous roles must include process creation and execution, o..."
Database Administrator SR,Sagent M&c,Hybrid - Chennai,5-8 Yrs,13 Days Ago,Hands on experience in setting up and managing CICD pipelines on Azure DevOpsDatabase A...
Senior MS SQL Server Developer,The Digital Group Infotech,Pune,6-11 Yrs,10 Days Ago,- Agile scrum experience. - Willing to work 24*7 shift - Minimum 5 yrs
Senior Dot Net Programmer,Kirti Sinha,Pune(Hinjewadi Rajiv Gandhi Infotech Park),5-10 Yrs,5 Days Ago,We are a pioneering company dedicated to Revolutionizing autism with AI-driven solution...
Python Developer / Sr Python Developer,Precisiontech Global It Solutions Llp,Hyderabad(HITEC City),5-10 Yrs,10 Days Ago,"Dear Candidate, . We have an urgent requirement with one of our esteemed client at Hyde..."
Senior Developer,Accrete.AI,Mumbai,3-8 Yrs,13 Days Ago,"Design and implement scalable, efficient, and maintainable software solutions.   Deve..."
Senior Power BI Developer,Srijan- A Material+ Company,Gurugram,4-8 Yrs,13 Days Ago,We are seeking a highly skilled and experienced Senior Power BI Developer to join ou...
SR. Spark/Snowflake Developer,Jaytech,Pune,5-8 Yrs,14 Days Ago,Experience with Apache Spark streaming and batch frameworkWork with minimum guidance fr...
Senior developer - PS Innovations,Genesys,"Warangal, Hyderabad, Nizamabad",3-8 Yrs,14 Days Ago,Bachelor s / Master s degree in quantitative field (e.gPrior working experience with Ge...
Business Analyst,National Bulk Handling Corporation,"Mumbai Suburban, Mumbai (All Areas)",2-5 Yrs,19 Days Ago,Coordinated with vendors and internal stakeholders to create and monitor report adheren...
Analyst-ARD/AMD-Taloja(Panvel).,Flamingo Pharmaceuticals,Navi Mumbai,1-3 Yrs,19 Days Ago,Exp. in ARD/AMD of minimum -1 to 3 years Exp. in pharmaceutical formulation of Tablet a...
